Service Prefix,Action,Combined
servicequotas,GetAssociationForServiceQuotaTemplate,servicequotas:GetAssociationForServiceQuotaTemplate
servicequotas,GetRequestedServiceQuotaChange,servicequotas:GetRequestedServiceQuotaChange
servicequotas,GetServiceQuota,servicequotas:GetServiceQuota
servicequotas,GetServiceQuotaIncreaseRequestFromTemplate,servicequotas:GetServiceQuotaIncreaseRequestFromTemplate
servicequotas,ListAWSDefaultServiceQuotas,servicequotas:ListAWSDefaultServiceQuotas
servicequotas,ListRequestedServiceQuotaChangeHistory,servicequotas:ListRequestedServiceQuotaChangeHistory
servicequotas,ListRequestedServiceQuotaChangeHistoryByQuota,servicequotas:ListRequestedServiceQuotaChangeHistoryByQuota
servicequotas,ListServiceQuotaIncreaseRequestsInTemplate,servicequotas:ListServiceQuotaIncreaseRequestsInTemplate
servicequotas,ListServiceQuotas,servicequotas:ListServiceQuotas
servicequotas,ListServices,servicequotas:ListServices
servicequotas,ListTagsForResource,servicequotas:ListTagsForResource
servicequotas,PutServiceQuotaIncreaseRequestIntoTemplate,servicequotas:PutServiceQuotaIncreaseRequestIntoTemplate
servicequotas,RequestServiceQuotaIncrease,servicequotas:RequestServiceQuotaIncrease
servicequotas,TagResource,servicequotas:TagResource
servicequotas,UntagResource,servicequotas:UntagResource
ses,CloneReceiptRuleSet,ses:CloneReceiptRuleSet
ses,CreateConfigurationSet,ses:CreateConfigurationSet
ses,CreateConfigurationSetEventDestination,ses:CreateConfigurationSetEventDestination
ses,CreateConfigurationSetTrackingOptions,ses:CreateConfigurationSetTrackingOptions
ses,CreateCustomVerificationEmailTemplate,ses:CreateCustomVerificationEmailTemplate
ses,CreateReceiptFilter,ses:CreateReceiptFilter
ses,CreateReceiptRule,ses:CreateReceiptRule
ses,CreateReceiptRuleSet,ses:CreateReceiptRuleSet
ses,CreateTemplate,ses:CreateTemplate
ses,DeleteConfigurationSet,ses:DeleteConfigurationSet
ses,DeleteConfigurationSetEventDestination,ses:DeleteConfigurationSetEventDestination
ses,DeleteConfigurationSetTrackingOptions,ses:DeleteConfigurationSetTrackingOptions
ses,DeleteCustomVerificationEmailTemplate,ses:DeleteCustomVerificationEmailTemplate
ses,DeleteIdentity,ses:DeleteIdentity
ses,DeleteIdentityPolicy,ses:DeleteIdentityPolicy
ses,DeleteReceiptFilter,ses:DeleteReceiptFilter
ses,DeleteReceiptRule,ses:DeleteReceiptRule
ses,DeleteReceiptRuleSet,ses:DeleteReceiptRuleSet
ses,DeleteTemplate,ses:DeleteTemplate
ses,DeleteVerifiedEmailAddress,ses:DeleteVerifiedEmailAddress
ses,DescribeActiveReceiptRuleSet,ses:DescribeActiveReceiptRuleSet
ses,DescribeConfigurationSet,ses:DescribeConfigurationSet
ses,DescribeReceiptRule,ses:DescribeReceiptRule
ses,DescribeReceiptRuleSet,ses:DescribeReceiptRuleSet
ses,GetAccountSendingEnabled,ses:GetAccountSendingEnabled
ses,GetCustomVerificationEmailTemplate,ses:GetCustomVerificationEmailTemplate
ses,GetIdentityDkimAttributes,ses:GetIdentityDkimAttributes
ses,GetIdentityMailFromDomainAttributes,ses:GetIdentityMailFromDomainAttributes
ses,GetIdentityNotificationAttributes,ses:GetIdentityNotificationAttributes
ses,GetIdentityPolicies,ses:GetIdentityPolicies
ses,GetIdentityVerificationAttributes,ses:GetIdentityVerificationAttributes
ses,GetSendQuota,ses:GetSendQuota
ses,GetSendStatistics,ses:GetSendStatistics
ses,GetTemplate,ses:GetTemplate
ses,ListConfigurationSets,ses:ListConfigurationSets
ses,ListCustomVerificationEmailTemplates,ses:ListCustomVerificationEmailTemplates
ses,ListIdentities,ses:ListIdentities
ses,ListIdentityPolicies,ses:ListIdentityPolicies
ses,ListReceiptFilters,ses:ListReceiptFilters
ses,ListReceiptRuleSets,ses:ListReceiptRuleSets
ses,ListTemplates,ses:ListTemplates
ses,ListVerifiedEmailAddresses,ses:ListVerifiedEmailAddresses
ses,PutConfigurationSetDeliveryOptions,ses:PutConfigurationSetDeliveryOptions
ses,PutIdentityPolicy,ses:PutIdentityPolicy
ses,ReorderReceiptRuleSet,ses:ReorderReceiptRuleSet
ses,SendBounce,ses:SendBounce
ses,SendBulkTemplatedEmail,ses:SendBulkTemplatedEmail
ses,SendCustomVerificationEmail,ses:SendCustomVerificationEmail
ses,SendEmail,ses:SendEmail
ses,SendRawEmail,ses:SendRawEmail
ses,SendTemplatedEmail,ses:SendTemplatedEmail
ses,SetActiveReceiptRuleSet,ses:SetActiveReceiptRuleSet
ses,SetIdentityDkimEnabled,ses:SetIdentityDkimEnabled
ses,SetIdentityFeedbackForwardingEnabled,ses:SetIdentityFeedbackForwardingEnabled
ses,SetIdentityHeadersInNotificationsEnabled,ses:SetIdentityHeadersInNotificationsEnabled
ses,SetIdentityMailFromDomain,ses:SetIdentityMailFromDomain
ses,SetIdentityNotificationTopic,ses:SetIdentityNotificationTopic
ses,SetReceiptRulePosition,ses:SetReceiptRulePosition
ses,TestRenderTemplate,ses:TestRenderTemplate
ses,UpdateAccountSendingEnabled,ses:UpdateAccountSendingEnabled
ses,UpdateConfigurationSetEventDestination,ses:UpdateConfigurationSetEventDestination
ses,UpdateConfigurationSetReputationMetricsEnabled,ses:UpdateConfigurationSetReputationMetricsEnabled
ses,UpdateConfigurationSetSendingEnabled,ses:UpdateConfigurationSetSendingEnabled
ses,UpdateConfigurationSetTrackingOptions,ses:UpdateConfigurationSetTrackingOptions
ses,UpdateCustomVerificationEmailTemplate,ses:UpdateCustomVerificationEmailTemplate
ses,UpdateReceiptRule,ses:UpdateReceiptRule
ses,UpdateTemplate,ses:UpdateTemplate
ses,VerifyDomainDkim,ses:VerifyDomainDkim
ses,VerifyDomainIdentity,ses:VerifyDomainIdentity
ses,VerifyEmailAddress,ses:VerifyEmailAddress
ses,VerifyEmailIdentity,ses:VerifyEmailIdentity
ssmmessages,CreateControlChannel,ssmmessages:CreateControlChannel
ssmmessages,CreateDataChannel,ssmmessages:CreateDataChannel
ssmmessages,OpenControlChannel,ssmmessages:OpenControlChannel
ssmmessages,OpenDataChannel,ssmmessages:OpenDataChannel
shield,AssociateDRTLogBucket,shield:AssociateDRTLogBucket
shield,AssociateDRTRole,shield:AssociateDRTRole
shield,AssociateHealthCheck,shield:AssociateHealthCheck
shield,AssociateProactiveEngagementDetails,shield:AssociateProactiveEngagementDetails
shield,CreateProtection,shield:CreateProtection
shield,CreateProtectionGroup,shield:CreateProtectionGroup
shield,CreateSubscription,shield:CreateSubscription
shield,DeleteProtection,shield:DeleteProtection
shield,DeleteProtectionGroup,shield:DeleteProtectionGroup
shield,DeleteSubscription,shield:DeleteSubscription
shield,DescribeAttack,shield:DescribeAttack
shield,DescribeAttackStatistics,shield:DescribeAttackStatistics
shield,DescribeDRTAccess,shield:DescribeDRTAccess
shield,DescribeEmergencyContactSettings,shield:DescribeEmergencyContactSettings
shield,DescribeProtection,shield:DescribeProtection
shield,DescribeProtectionGroup,shield:DescribeProtectionGroup
shield,DescribeSubscription,shield:DescribeSubscription
shield,DisableApplicationLayerAutomaticResponse,shield:DisableApplicationLayerAutomaticResponse
shield,DisableProactiveEngagement,shield:DisableProactiveEngagement
shield,DisassociateDRTLogBucket,shield:DisassociateDRTLogBucket
shield,DisassociateDRTRole,shield:DisassociateDRTRole
shield,DisassociateHealthCheck,shield:DisassociateHealthCheck
shield,EnableApplicationLayerAutomaticResponse,shield:EnableApplicationLayerAutomaticResponse
shield,EnableProactiveEngagement,shield:EnableProactiveEngagement
shield,GetSubscriptionState,shield:GetSubscriptionState
shield,ListAttacks,shield:ListAttacks
shield,ListProtectionGroups,shield:ListProtectionGroups
shield,ListProtections,shield:ListProtections
shield,ListResourcesInProtectionGroup,shield:ListResourcesInProtectionGroup
shield,ListTagsForResource,shield:ListTagsForResource
shield,TagResource,shield:TagResource
shield,UntagResource,shield:UntagResource
shield,UpdateApplicationLayerAutomaticResponse,shield:UpdateApplicationLayerAutomaticResponse
shield,UpdateEmergencyContactSettings,shield:UpdateEmergencyContactSettings
shield,UpdateProtectionGroup,shield:UpdateProtectionGroup
shield,UpdateSubscription,shield:UpdateSubscription
signer,AddProfilePermission,signer:AddProfilePermission
signer,CancelSigningProfile,signer:CancelSigningProfile
signer,DescribeSigningJob,signer:DescribeSigningJob
signer,GetSigningPlatform,signer:GetSigningPlatform
signer,GetSigningProfile,signer:GetSigningProfile
signer,ListProfilePermissions,signer:ListProfilePermissions
signer,ListSigningJobs,signer:ListSigningJobs
signer,ListSigningPlatforms,signer:ListSigningPlatforms
signer,ListSigningProfiles,signer:ListSigningProfiles
signer,ListTagsForResource,signer:ListTagsForResource
signer,PutSigningProfile,signer:PutSigningProfile
signer,RemoveProfilePermission,signer:RemoveProfilePermission
signer,RevokeSignature,signer:RevokeSignature
signer,RevokeSigningProfile,signer:RevokeSigningProfile
signer,StartSigningJob,signer:StartSigningJob
signer,TagResource,signer:TagResource
signer,UntagResource,signer:UntagResource
ses,BatchGetMetricData,ses:BatchGetMetricData
ses,CreateConfigurationSet,ses:CreateConfigurationSet
ses,CreateConfigurationSetEventDestination,ses:CreateConfigurationSetEventDestination
ses,CreateContact,ses:CreateContact
ses,CreateContactList,ses:CreateContactList
ses,CreateCustomVerificationEmailTemplate,ses:CreateCustomVerificationEmailTemplate
ses,CreateDedicatedIpPool,ses:CreateDedicatedIpPool
ses,CreateDeliverabilityTestReport,ses:CreateDeliverabilityTestReport
ses,CreateEmailIdentity,ses:CreateEmailIdentity
ses,CreateEmailIdentityPolicy,ses:CreateEmailIdentityPolicy
ses,CreateEmailTemplate,ses:CreateEmailTemplate
ses,CreateImportJob,ses:CreateImportJob
ses,DeleteConfigurationSet,ses:DeleteConfigurationSet
ses,DeleteConfigurationSetEventDestination,ses:DeleteConfigurationSetEventDestination
ses,DeleteContact,ses:DeleteContact
ses,DeleteContactList,ses:DeleteContactList
ses,DeleteCustomVerificationEmailTemplate,ses:DeleteCustomVerificationEmailTemplate
ses,DeleteDedicatedIpPool,ses:DeleteDedicatedIpPool
ses,DeleteEmailIdentity,ses:DeleteEmailIdentity
ses,DeleteEmailIdentityPolicy,ses:DeleteEmailIdentityPolicy
ses,DeleteEmailTemplate,ses:DeleteEmailTemplate
ses,DeleteSuppressedDestination,ses:DeleteSuppressedDestination
ses,GetAccount,ses:GetAccount
ses,GetBlacklistReports,ses:GetBlacklistReports
ses,GetConfigurationSet,ses:GetConfigurationSet
ses,GetConfigurationSetEventDestinations,ses:GetConfigurationSetEventDestinations
ses,GetContact,ses:GetContact
ses,GetContactList,ses:GetContactList
ses,GetCustomVerificationEmailTemplate,ses:GetCustomVerificationEmailTemplate
ses,GetDedicatedIp,ses:GetDedicatedIp
ses,GetDedicatedIpPool,ses:GetDedicatedIpPool
ses,GetDedicatedIps,ses:GetDedicatedIps
ses,GetDeliverabilityDashboardOptions,ses:GetDeliverabilityDashboardOptions
ses,GetDeliverabilityTestReport,ses:GetDeliverabilityTestReport
ses,GetDomainDeliverabilityCampaign,ses:GetDomainDeliverabilityCampaign
ses,GetDomainStatisticsReport,ses:GetDomainStatisticsReport
ses,GetEmailIdentity,ses:GetEmailIdentity
ses,GetEmailIdentityPolicies,ses:GetEmailIdentityPolicies
ses,GetEmailTemplate,ses:GetEmailTemplate
ses,GetImportJob,ses:GetImportJob
ses,GetSuppressedDestination,ses:GetSuppressedDestination
ses,ListConfigurationSets,ses:ListConfigurationSets
ses,ListContactLists,ses:ListContactLists
ses,ListContacts,ses:ListContacts
ses,ListCustomVerificationEmailTemplates,ses:ListCustomVerificationEmailTemplates
ses,ListDedicatedIpPools,ses:ListDedicatedIpPools
ses,ListDeliverabilityTestReports,ses:ListDeliverabilityTestReports
ses,ListDomainDeliverabilityCampaigns,ses:ListDomainDeliverabilityCampaigns
ses,ListEmailIdentities,ses:ListEmailIdentities
ses,ListEmailTemplates,ses:ListEmailTemplates
ses,ListImportJobs,ses:ListImportJobs
ses,ListRecommendations,ses:ListRecommendations
ses,ListSuppressedDestinations,ses:ListSuppressedDestinations
ses,ListTagsForResource,ses:ListTagsForResource
ses,PutAccountDedicatedIpWarmupAttributes,ses:PutAccountDedicatedIpWarmupAttributes
ses,PutAccountDetails,ses:PutAccountDetails
ses,PutAccountSendingAttributes,ses:PutAccountSendingAttributes
ses,PutAccountSuppressionAttributes,ses:PutAccountSuppressionAttributes
ses,PutAccountVdmAttributes,ses:PutAccountVdmAttributes
ses,PutConfigurationSetDeliveryOptions,ses:PutConfigurationSetDeliveryOptions
ses,PutConfigurationSetReputationOptions,ses:PutConfigurationSetReputationOptions
ses,PutConfigurationSetSendingOptions,ses:PutConfigurationSetSendingOptions
ses,PutConfigurationSetSuppressionOptions,ses:PutConfigurationSetSuppressionOptions
ses,PutConfigurationSetTrackingOptions,ses:PutConfigurationSetTrackingOptions
ses,PutConfigurationSetVdmOptions,ses:PutConfigurationSetVdmOptions
ses,PutDedicatedIpInPool,ses:PutDedicatedIpInPool
ses,PutDedicatedIpWarmupAttributes,ses:PutDedicatedIpWarmupAttributes
ses,PutDeliverabilityDashboardOption,ses:PutDeliverabilityDashboardOption
ses,PutEmailIdentityConfigurationSetAttributes,ses:PutEmailIdentityConfigurationSetAttributes
ses,PutEmailIdentityDkimAttributes,ses:PutEmailIdentityDkimAttributes
ses,PutEmailIdentityDkimSigningAttributes,ses:PutEmailIdentityDkimSigningAttributes
ses,PutEmailIdentityFeedbackAttributes,ses:PutEmailIdentityFeedbackAttributes
ses,PutEmailIdentityMailFromAttributes,ses:PutEmailIdentityMailFromAttributes
ses,PutSuppressedDestination,ses:PutSuppressedDestination
ses,SendBulkEmail,ses:SendBulkEmail
ses,SendCustomVerificationEmail,ses:SendCustomVerificationEmail
ses,SendEmail,ses:SendEmail
ses,TagResource,ses:TagResource
ses,TestRenderEmailTemplate,ses:TestRenderEmailTemplate
ses,UntagResource,ses:UntagResource
ses,UpdateConfigurationSetEventDestination,ses:UpdateConfigurationSetEventDestination
ses,UpdateContact,ses:UpdateContact
ses,UpdateContactList,ses:UpdateContactList
ses,UpdateCustomVerificationEmailTemplate,ses:UpdateCustomVerificationEmailTemplate
ses,UpdateEmailIdentityPolicy,ses:UpdateEmailIdentityPolicy
ses,UpdateEmailTemplate,ses:UpdateEmailTemplate
swf,CancelTimer,swf:CancelTimer
swf,CancelWorkflowExecution,swf:CancelWorkflowExecution
swf,CompleteWorkflowExecution,swf:CompleteWorkflowExecution
swf,ContinueAsNewWorkflowExecution,swf:ContinueAsNewWorkflowExecution
swf,CountClosedWorkflowExecutions,swf:CountClosedWorkflowExecutions
swf,CountOpenWorkflowExecutions,swf:CountOpenWorkflowExecutions
swf,CountPendingActivityTasks,swf:CountPendingActivityTasks
swf,CountPendingDecisionTasks,swf:CountPendingDecisionTasks
swf,DeprecateActivityType,swf:DeprecateActivityType
swf,DeprecateDomain,swf:DeprecateDomain
swf,DeprecateWorkflowType,swf:DeprecateWorkflowType
swf,DescribeActivityType,swf:DescribeActivityType
swf,DescribeDomain,swf:DescribeDomain
swf,DescribeWorkflowExecution,swf:DescribeWorkflowExecution
swf,DescribeWorkflowType,swf:DescribeWorkflowType
swf,FailWorkflowExecution,swf:FailWorkflowExecution
swf,GetWorkflowExecutionHistory,swf:GetWorkflowExecutionHistory
swf,ListActivityTypes,swf:ListActivityTypes
swf,ListClosedWorkflowExecutions,swf:ListClosedWorkflowExecutions
swf,ListDomains,swf:ListDomains
swf,ListOpenWorkflowExecutions,swf:ListOpenWorkflowExecutions
swf,ListTagsForResource,swf:ListTagsForResource
swf,ListWorkflowTypes,swf:ListWorkflowTypes
swf,PollForActivityTask,swf:PollForActivityTask
swf,PollForDecisionTask,swf:PollForDecisionTask
swf,RecordActivityTaskHeartbeat,swf:RecordActivityTaskHeartbeat
swf,RecordMarker,swf:RecordMarker
swf,RegisterActivityType,swf:RegisterActivityType
swf,RegisterDomain,swf:RegisterDomain
swf,RegisterWorkflowType,swf:RegisterWorkflowType
swf,RequestCancelActivityTask,swf:RequestCancelActivityTask
swf,RequestCancelExternalWorkflowExecution,swf:RequestCancelExternalWorkflowExecution
swf,RequestCancelWorkflowExecution,swf:RequestCancelWorkflowExecution
swf,RespondActivityTaskCanceled,swf:RespondActivityTaskCanceled
swf,RespondActivityTaskCompleted,swf:RespondActivityTaskCompleted
swf,RespondActivityTaskFailed,swf:RespondActivityTaskFailed
swf,RespondDecisionTaskCompleted,swf:RespondDecisionTaskCompleted
swf,ScheduleActivityTask,swf:ScheduleActivityTask
swf,SignalExternalWorkflowExecution,swf:SignalExternalWorkflowExecution
swf,SignalWorkflowExecution,swf:SignalWorkflowExecution
swf,StartChildWorkflowExecution,swf:StartChildWorkflowExecution
swf,StartTimer,swf:StartTimer
swf,StartWorkflowExecution,swf:StartWorkflowExecution
swf,TagResource,swf:TagResource
swf,TerminateWorkflowExecution,swf:TerminateWorkflowExecution
swf,UndeprecateActivityType,swf:UndeprecateActivityType
swf,UndeprecateDomain,swf:UndeprecateDomain
swf,UndeprecateWorkflowType,swf:UndeprecateWorkflowType
swf,UntagResource,swf:UntagResource
sdb,BatchDeleteAttributes,sdb:BatchDeleteAttributes
sdb,BatchPutAttributes,sdb:BatchPutAttributes
sdb,CreateDomain,sdb:CreateDomain
sdb,DeleteAttributes,sdb:DeleteAttributes
sdb,DeleteDomain,sdb:DeleteDomain
sdb,DomainMetadata,sdb:DomainMetadata
sdb,GetAttributes,sdb:GetAttributes
sdb,ListDomains,sdb:ListDomains
sdb,PutAttributes,sdb:PutAttributes
simspaceweaver,DeleteApp,simspaceweaver:DeleteApp
simspaceweaver,DeleteSimulation,simspaceweaver:DeleteSimulation
simspaceweaver,DescribeApp,simspaceweaver:DescribeApp
simspaceweaver,DescribeSimulation,simspaceweaver:DescribeSimulation
simspaceweaver,ListApps,simspaceweaver:ListApps
simspaceweaver,ListSimulations,simspaceweaver:ListSimulations
simspaceweaver,ListTagsForResource,simspaceweaver:ListTagsForResource
simspaceweaver,StartApp,simspaceweaver:StartApp
simspaceweaver,StartClock,simspaceweaver:StartClock
simspaceweaver,StartSimulation,simspaceweaver:StartSimulation
simspaceweaver,StopApp,simspaceweaver:StopApp
simspaceweaver,StopClock,simspaceweaver:StopClock
simspaceweaver,StopSimulation,simspaceweaver:StopSimulation
simspaceweaver,TagResource,simspaceweaver:TagResource
simspaceweaver,UntagResource,simspaceweaver:UntagResource
snow-device-management,CancelTask,snow-device-management:CancelTask
snow-device-management,CreateTask,snow-device-management:CreateTask
snow-device-management,DescribeDevice,snow-device-management:DescribeDevice
snow-device-management,DescribeDeviceEc2Instances,snow-device-management:DescribeDeviceEc2Instances
snow-device-management,DescribeExecution,snow-device-management:DescribeExecution
snow-device-management,DescribeTask,snow-device-management:DescribeTask
snow-device-management,ListDeviceResources,snow-device-management:ListDeviceResources
snow-device-management,ListDevices,snow-device-management:ListDevices
snow-device-management,ListExecutions,snow-device-management:ListExecutions
snow-device-management,ListTagsForResource,snow-device-management:ListTagsForResource
snow-device-management,ListTasks,snow-device-management:ListTasks
snow-device-management,TagResource,snow-device-management:TagResource
snow-device-management,UntagResource,snow-device-management:UntagResource
snowball,CancelCluster,snowball:CancelCluster
snowball,CancelJob,snowball:CancelJob
snowball,CreateAddress,snowball:CreateAddress
snowball,CreateCluster,snowball:CreateCluster
snowball,CreateJob,snowball:CreateJob
snowball,CreateLongTermPricing,snowball:CreateLongTermPricing
snowball,CreateReturnShippingLabel,snowball:CreateReturnShippingLabel
snowball,DescribeAddress,snowball:DescribeAddress
snowball,DescribeAddresses,snowball:DescribeAddresses
snowball,DescribeCluster,snowball:DescribeCluster
snowball,DescribeJob,snowball:DescribeJob
snowball,DescribeReturnShippingLabel,snowball:DescribeReturnShippingLabel
snowball,GetJobManifest,snowball:GetJobManifest
snowball,GetJobUnlockCode,snowball:GetJobUnlockCode
snowball,GetSnowballUsage,snowball:GetSnowballUsage
snowball,GetSoftwareUpdates,snowball:GetSoftwareUpdates
snowball,ListClusterJobs,snowball:ListClusterJobs
snowball,ListClusters,snowball:ListClusters
snowball,ListCompatibleImages,snowball:ListCompatibleImages
snowball,ListJobs,snowball:ListJobs
snowball,ListLongTermPricing,snowball:ListLongTermPricing
snowball,ListServiceVersions,snowball:ListServiceVersions
snowball,UpdateCluster,snowball:UpdateCluster
snowball,UpdateJob,snowball:UpdateJob
snowball,UpdateJobShipmentState,snowball:UpdateJobShipmentState
snowball,UpdateLongTermPricing,snowball:UpdateLongTermPricing
sns,AddPermission,sns:AddPermission
sns,CheckIfPhoneNumberIsOptedOut,sns:CheckIfPhoneNumberIsOptedOut
sns,ConfirmSubscription,sns:ConfirmSubscription
sns,CreatePlatformApplication,sns:CreatePlatformApplication
sns,CreatePlatformEndpoint,sns:CreatePlatformEndpoint
sns,CreateSMSSandboxPhoneNumber,sns:CreateSMSSandboxPhoneNumber
sns,CreateTopic,sns:CreateTopic
sns,DeleteEndpoint,sns:DeleteEndpoint
sns,DeletePlatformApplication,sns:DeletePlatformApplication
sns,DeleteSMSSandboxPhoneNumber,sns:DeleteSMSSandboxPhoneNumber
sns,DeleteTopic,sns:DeleteTopic
sns,GetDataProtectionPolicy,sns:GetDataProtectionPolicy
sns,GetEndpointAttributes,sns:GetEndpointAttributes
sns,GetPlatformApplicationAttributes,sns:GetPlatformApplicationAttributes
sns,GetSMSAttributes,sns:GetSMSAttributes
sns,GetSMSSandboxAccountStatus,sns:GetSMSSandboxAccountStatus
sns,GetSubscriptionAttributes,sns:GetSubscriptionAttributes
sns,GetTopicAttributes,sns:GetTopicAttributes
sns,ListEndpointsByPlatformApplication,sns:ListEndpointsByPlatformApplication
sns,ListOriginationNumbers,sns:ListOriginationNumbers
sns,ListPhoneNumbersOptedOut,sns:ListPhoneNumbersOptedOut
sns,ListPlatformApplications,sns:ListPlatformApplications
sns,ListSMSSandboxPhoneNumbers,sns:ListSMSSandboxPhoneNumbers
sns,ListSubscriptions,sns:ListSubscriptions
sns,ListSubscriptionsByTopic,sns:ListSubscriptionsByTopic
sns,ListTagsForResource,sns:ListTagsForResource
sns,ListTopics,sns:ListTopics
sns,OptInPhoneNumber,sns:OptInPhoneNumber
sns,PutDataProtectionPolicy,sns:PutDataProtectionPolicy
sns,RemovePermission,sns:RemovePermission
sns,SetEndpointAttributes,sns:SetEndpointAttributes
sns,SetPlatformApplicationAttributes,sns:SetPlatformApplicationAttributes
sns,SetSMSAttributes,sns:SetSMSAttributes
sns,SetSubscriptionAttributes,sns:SetSubscriptionAttributes
sns,SetTopicAttributes,sns:SetTopicAttributes
sns,TagResource,sns:TagResource
sns,UntagResource,sns:UntagResource
sns,VerifySMSSandboxPhoneNumber,sns:VerifySMSSandboxPhoneNumber
sqlworkbench,AssociateConnectionWithChart,sqlworkbench:AssociateConnectionWithChart
sqlworkbench,AssociateConnectionWithTab,sqlworkbench:AssociateConnectionWithTab
sqlworkbench,AssociateNotebookWithTab,sqlworkbench:AssociateNotebookWithTab
sqlworkbench,AssociateQueryWithTab,sqlworkbench:AssociateQueryWithTab
sqlworkbench,BatchDeleteFolder,sqlworkbench:BatchDeleteFolder
sqlworkbench,BatchGetNotebookCell,sqlworkbench:BatchGetNotebookCell
sqlworkbench,CreateAccount,sqlworkbench:CreateAccount
sqlworkbench,CreateChart,sqlworkbench:CreateChart
sqlworkbench,CreateConnection,sqlworkbench:CreateConnection
sqlworkbench,CreateFolder,sqlworkbench:CreateFolder
sqlworkbench,CreateNotebook,sqlworkbench:CreateNotebook
sqlworkbench,CreateNotebookCell,sqlworkbench:CreateNotebookCell
sqlworkbench,CreateNotebookFromVersion,sqlworkbench:CreateNotebookFromVersion
sqlworkbench,CreateNotebookVersion,sqlworkbench:CreateNotebookVersion
sqlworkbench,CreateSavedQuery,sqlworkbench:CreateSavedQuery
sqlworkbench,DeleteChart,sqlworkbench:DeleteChart
sqlworkbench,DeleteConnection,sqlworkbench:DeleteConnection
sqlworkbench,DeleteNotebook,sqlworkbench:DeleteNotebook
sqlworkbench,DeleteNotebookCell,sqlworkbench:DeleteNotebookCell
sqlworkbench,DeleteNotebookVersion,sqlworkbench:DeleteNotebookVersion
sqlworkbench,DeleteSavedQuery,sqlworkbench:DeleteSavedQuery
sqlworkbench,DeleteTab,sqlworkbench:DeleteTab
sqlworkbench,DriverExecute,sqlworkbench:DriverExecute
sqlworkbench,DuplicateNotebook,sqlworkbench:DuplicateNotebook
sqlworkbench,ExportNotebook,sqlworkbench:ExportNotebook
sqlworkbench,GenerateSession,sqlworkbench:GenerateSession
sqlworkbench,GetAccountInfo,sqlworkbench:GetAccountInfo
sqlworkbench,GetAccountSettings,sqlworkbench:GetAccountSettings
sqlworkbench,GetChart,sqlworkbench:GetChart
sqlworkbench,GetConnection,sqlworkbench:GetConnection
sqlworkbench,GetNotebook,sqlworkbench:GetNotebook
sqlworkbench,GetNotebookVersion,sqlworkbench:GetNotebookVersion
sqlworkbench,GetQueryExecutionHistory,sqlworkbench:GetQueryExecutionHistory
sqlworkbench,GetSavedQuery,sqlworkbench:GetSavedQuery
sqlworkbench,GetSchemaInference,sqlworkbench:GetSchemaInference
sqlworkbench,GetUserInfo,sqlworkbench:GetUserInfo
sqlworkbench,GetUserWorkspaceSettings,sqlworkbench:GetUserWorkspaceSettings
sqlworkbench,ImportNotebook,sqlworkbench:ImportNotebook
sqlworkbench,ListConnections,sqlworkbench:ListConnections
sqlworkbench,ListDatabases,sqlworkbench:ListDatabases
sqlworkbench,ListFiles,sqlworkbench:ListFiles
sqlworkbench,ListNotebookVersions,sqlworkbench:ListNotebookVersions
sqlworkbench,ListNotebooks,sqlworkbench:ListNotebooks
sqlworkbench,ListQueryExecutionHistory,sqlworkbench:ListQueryExecutionHistory
sqlworkbench,ListRedshiftClusters,sqlworkbench:ListRedshiftClusters
sqlworkbench,ListSampleDatabases,sqlworkbench:ListSampleDatabases
sqlworkbench,ListSavedQueryVersions,sqlworkbench:ListSavedQueryVersions
sqlworkbench,ListTabs,sqlworkbench:ListTabs
sqlworkbench,ListTaggedResources,sqlworkbench:ListTaggedResources
sqlworkbench,ListTagsForResource,sqlworkbench:ListTagsForResource
sqlworkbench,PutTab,sqlworkbench:PutTab
sqlworkbench,PutUserWorkspaceSettings,sqlworkbench:PutUserWorkspaceSettings
sqlworkbench,RestoreNotebookVersion,sqlworkbench:RestoreNotebookVersion
sqlworkbench,TagResource,sqlworkbench:TagResource
sqlworkbench,UntagResource,sqlworkbench:UntagResource
sqlworkbench,UpdateAccountConnectionSettings,sqlworkbench:UpdateAccountConnectionSettings
sqlworkbench,UpdateAccountExportSettings,sqlworkbench:UpdateAccountExportSettings
sqlworkbench,UpdateAccountGeneralSettings,sqlworkbench:UpdateAccountGeneralSettings
sqlworkbench,UpdateChart,sqlworkbench:UpdateChart
sqlworkbench,UpdateConnection,sqlworkbench:UpdateConnection
sqlworkbench,UpdateFileFolder,sqlworkbench:UpdateFileFolder
sqlworkbench,UpdateFolder,sqlworkbench:UpdateFolder
sqlworkbench,UpdateNotebook,sqlworkbench:UpdateNotebook
sqlworkbench,UpdateNotebookCellContent,sqlworkbench:UpdateNotebookCellContent
sqlworkbench,UpdateNotebookCellLayout,sqlworkbench:UpdateNotebookCellLayout
sqlworkbench,UpdateSavedQuery,sqlworkbench:UpdateSavedQuery
sqs,AddPermission,sqs:AddPermission
sqs,ChangeMessageVisibility,sqs:ChangeMessageVisibility
sqs,CreateQueue,sqs:CreateQueue
sqs,DeleteMessage,sqs:DeleteMessage
sqs,DeleteQueue,sqs:DeleteQueue
sqs,GetQueueAttributes,sqs:GetQueueAttributes
sqs,GetQueueUrl,sqs:GetQueueUrl
sqs,ListDeadLetterSourceQueues,sqs:ListDeadLetterSourceQueues
